Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Package C6 Residency [%]","Core 0 C0 Residency [%]","Core 1 C0 Residency [%]","Core 2 C0 Residency [%]","Core 3 C0 Residency [%]","Core 0 C1 Residency [%]","Core 1 C1 Residency [%]","Core 2 C1 Residency [%]","Core 3 C1 Residency [%]","Core 0 C6 Residency [%]","Core 1 C6 Residency [%]","Core 2 C6 Residency [%]","Core 3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [�C]","CPU SOC [�C]","APU GFX [�C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","CPU TDC [A]","CPU Package Power (SMU) [W]","Core 0 Power (SMU) [W]","Core 1 Power (SMU) [W]","Core 2 Power (SMU) [W]","Core 3 Power (SMU) [W]","CPU Core Power [W]","CPU SoC Power [W]","Core+SoC Power [W]","APU STAPM [W]","Infinity Fabric Clock (FCLK) [MHz]","Memory Controller Clock (UCLK) [MHz]","CPU TDC Limit [%]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]","Thermal Throttling (HTC) [Yes/No]","Thermal Throttling (PROCHOT CPU) [Yes/No]","Thermal Throttling (PROCHOT EXT) [Yes/No]","System1 [�C]","Chipset [�C]","CPU [�C]","PCIEX16 [�C]","VRM MOS [�C]","VSOC MOS [�C]","Vcore [V]","+3.3V [V]","+12V [V]","+5V [V]","CPU VCORE SOC [V]","CPU VDDP [V]","DRAM [V]","3VSB [V]","VBAT [V]","AVCC3 [V]","CPU [RPM]","System 1 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [�C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [�C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [�C]","VDDCR_CPU [V]","VDDCR_SOC [V]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU SoC Clock [MHz]","GPU VCN Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Computing (High Priority Compute) Usage [%]","GPU Computing (Compute 0) Usage [%]","GPU Computing (Compute 1) Usage [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Usage [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
14.8.2020,15:27:25.949,5106,11738,30.3,3169,2923,52.0,0.1,0.744,0.894,0.738,0.738,1398.8,2957.5,1398.8,1398.8,99.9,200.7,288.0,128.8,108.6,181.5,4.4,4.4,4.4,3.7,4.4,4.2,14.0,29.6,14.0,14.0,4.5,11.2,13.4,8.7,7.2,67.8,64.7,40.7,19.7,20.9,21.9,50.6,73.1,1498.7,15.00,16,18,18,36,54,390,1,34.8,34.3,32.4,0.912,1.081,0.906,1.951,4.745,0.124,0.145,0.067,0.041,1.999,6.572,8.571,10.140,1500.0,1500.0,3.0,12.6,13.5,15.6,No,No,No,34,47,34,16,33,37,0.900,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1418,666,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.043,13906,9707,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.906,1.087,200.0,1500.0,199.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,183,31,8.0,222,0,0,0.000,0.000,546,29,0.000,0.000,0,
14.8.2020,15:27:28.031,5160,11683,30.6,3203,2889,52.5,0.1,1.363,1.375,1.363,0.900,3197.3,3996.7,2664.4,3996.7,99.9,892.7,1117.7,848.2,1360.3,1054.7,28.3,26.1,20.8,28.3,28.3,25.9,32.0,40.0,26.7,40.0,1.7,28.0,13.4,27.6,37.1,62.1,64.7,60.9,59.2,10.0,21.9,11.5,3.8,1498.7,15.00,16,18,18,36,54,390,1,43.0,36.2,32.7,1.369,1.087,1.388,4.379,8.377,0.949,1.164,0.888,1.431,8.965,7.524,16.489,10.227,1500.0,1500.0,6.7,21.7,14.6,15.7,No,No,No,34,47,42,16,33,37,1.404,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1580,666,Yes,44,100.0,No,No,953,1896,35,No,No,1.0,0.1,1.1,0.996,0.104,13908,9708,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.400,1.087,200.0,1500.0,199.0,0.0,67.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,196,35,8.0,234,0,0,0.000,0.000,546,29,3.958,2.625,0,
14.8.2020,15:27:30.134,5146,11697,30.5,3200,2891,52.5,0.1,0.900,0.950,0.912,0.912,2957.5,2957.5,1344.3,1344.3,99.9,166.4,273.7,187.2,212.1,209.9,2.2,8.2,4.4,6.7,8.2,5.4,29.6,29.6,13.5,13.5,25.3,9.9,13.0,10.3,13.1,41.8,43.4,41.1,41.0,48.3,43.6,48.8,46.0,1498.7,15.00,16,18,18,36,54,390,1,39.9,35.0,32.7,0.912,1.087,0.906,4.839,4.802,0.114,0.202,0.149,0.173,2.484,6.333,8.817,10.358,1500.0,1500.0,7.4,12.7,15.9,15.9,No,No,No,34,47,40,16,33,37,0.912,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1591,665,Yes,44,100.0,No,No,953,1896,35,No,No,0.0,0.2,0.2,0.000,0.270,13908,9708,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.337,1.087,200.0,1500.0,619.0,0.0,93.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,194,35,8.0,232,0,0,0.000,0.000,546,29,0.000,0.084,0,
14.8.2020,15:27:32.231,5144,11700,30.5,3197,2894,52.4,0.1,0.912,0.894,1.263,0.912,1344.3,2957.5,2957.5,1344.3,99.9,91.4,153.1,152.4,113.2,127.5,2.9,2.9,2.9,2.9,2.9,2.9,13.5,29.6,29.6,13.5,24.3,6.2,8.2,7.6,6.4,18.5,40.1,26.7,19.8,75.6,51.8,65.8,74.0,1498.7,15.00,16,18,18,36,54,390,1,36.9,34.3,32.3,0.912,1.087,0.906,1.549,3.955,0.046,0.113,0.107,0.053,1.098,5.695,6.793,10.336,1500.0,1500.0,2.4,10.3,14.1,15.9,No,No,No,34,47,37,16,33,37,0.924,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1523,665,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.1,0.1,0.015,0.255,13908,9709,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,325.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,194,35,8.0,232,0,0,0.000,0.000,546,29,1.267,36.410,0,
14.8.2020,15:27:34.332,5161,11683,30.6,3208,2884,52.6,0.1,1.337,1.350,1.350,0.906,3996.7,3996.7,3996.7,3996.7,99.9,220.1,330.9,319.1,399.0,317.3,4.4,10.4,5.9,8.9,10.4,7.4,40.0,40.0,40.0,40.0,11.1,10.8,13.3,12.1,13.5,14.9,52.2,30.4,35.3,74.3,34.5,57.5,51.2,1498.7,15.00,16,18,18,36,54,390,1,44.5,34.4,32.3,1.356,1.087,1.369,1.446,4.681,0.157,0.262,0.262,0.340,2.210,6.259,8.469,10.318,1500.0,1500.0,2.2,12.3,13.0,15.9,No,No,No,34,47,34,16,33,37,1.392,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1451,666,Yes,44,100.0,No,No,953,1896,35,No,No,22.5,0.1,22.6,5.961,0.429,13920,9710,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.393,1.087,200.0,1500.0,657.0,0.0,71.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,197,35,8.0,236,0,0,0.000,0.000,546,29,0.465,1.766,0,
14.8.2020,15:27:36.412,5206,11637,30.9,3250,2842,53.3,0.1,0.887,0.750,0.750,0.750,1398.8,1344.3,1344.3,1344.3,99.9,791.0,523.0,428.9,516.1,564.8,18.6,18.6,12.0,19.5,19.5,17.2,14.0,13.5,13.5,13.5,10.7,25.7,18.9,17.4,20.5,59.4,28.3,35.2,39.2,14.9,52.8,47.4,40.4,1498.7,15.00,16,18,18,36,54,390,1,41.8,35.8,32.6,1.325,1.087,1.331,4.273,6.152,0.761,0.559,0.454,0.529,5.285,6.439,11.724,10.408,1500.0,1500.0,6.6,16.3,14.3,16.0,No,No,No,34,47,42,16,33,37,0.888,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1577,665,Yes,41,100.0,No,No,953,1896,35,No,No,4.7,0.1,4.7,4.961,0.193,13930,9710,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.343,1.087,200.0,1500.0,337.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,209,42,8.0,247,0,0,0.000,0.000,546,29,9.918,2.334,0,
14.8.2020,15:27:38.496,5207,11636,30.9,3249,2843,53.3,0.1,0.750,1.350,1.337,1.350,1398.8,1398.8,3197.3,2664.4,99.9,359.7,128.5,129.8,178.3,199.1,11.1,5.9,2.2,2.9,11.1,5.5,14.0,14.0,32.0,26.7,5.5,15.9,7.3,7.3,9.5,75.8,17.6,16.6,48.2,8.3,75.2,76.0,42.3,1498.7,15.00,16,18,18,36,54,390,1,38.5,34.5,32.5,1.325,1.087,1.331,2.221,4.800,0.236,0.066,0.051,0.123,1.885,6.582,8.466,10.421,1500.0,1500.0,3.4,12.5,13.7,16.0,No,No,No,34,47,38,16,33,37,1.380,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1588,663,Yes,44,100.0,No,No,953,1896,35,No,No,1.2,0.1,1.3,1.006,0.082,13932,9710,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.356,1.087,200.0,1500.0,241.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,209,42,8.0,247,0,0,0.000,0.000,546,29,9.085,3.698,0,
14.8.2020,15:27:40.574,5214,11630,30.9,3262,2830,53.5,0.1,0.900,1.281,0.912,1.200,2957.5,2957.5,2957.5,2957.5,99.9,625.7,286.2,199.0,260.3,342.8,13.5,10.5,5.2,7.5,13.5,9.2,29.6,29.6,29.6,29.6,0.2,22.8,13.0,11.3,14.4,76.4,47.1,54.2,78.5,0.8,39.9,34.6,7.1,1498.7,15.00,16,18,18,36,54,390,1,36.1,34.9,32.5,0.912,1.087,0.906,2.979,5.663,0.538,0.289,0.181,0.234,3.837,6.708,10.546,10.453,1500.0,1500.0,4.6,14.9,13.7,16.1,No,No,No,34,47,36,16,33,37,0.912,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1523,663,Yes,44,100.0,No,No,953,1896,35,No,No,2.5,0.1,2.6,2.854,0.228,13938,9711,0.0,0.0,0.0,0.000,0.000,46,0,32.0,1.150,1.087,200.0,1500.0,212.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,203,40,8.0,241,0,0,0.000,0.000,546,29,0.380,1.386,0,
14.8.2020,15:27:42.682,5214,11630,30.9,3261,2831,53.5,0.1,0.750,0.894,0.750,0.912,2957.5,1344.3,1344.3,1398.8,99.9,552.3,199.4,202.6,171.5,281.5,14.9,5.9,1.4,4.4,14.9,6.7,29.6,13.5,13.5,14.0,0.0,22.1,10.9,11.1,10.8,77.9,61.9,50.7,56.6,0.0,27.2,38.2,32.6,1498.7,15.00,16,18,18,36,54,390,1,35.0,34.7,32.7,0.906,1.087,0.906,2.964,5.634,0.340,0.150,0.161,0.142,3.093,7.285,10.378,10.498,1500.0,1500.0,4.6,14.8,14.0,16.2,No,No,No,34,47,35,16,33,37,0.744,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1473,665,Yes,41,100.0,No,No,953,1896,35,No,No,0.4,0.0,0.4,0.434,0.058,13939,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,203.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,204,40,8.0,241,0,0,0.000,0.000,546,29,0.140,0.130,0,
14.8.2020,15:27:44.784,5212,11632,30.9,3261,2830,53.5,0.1,0.912,0.912,0.750,0.750,1398.8,1398.8,1344.3,1344.3,99.9,309.0,63.8,81.1,89.6,135.9,11.9,1.4,3.7,4.4,11.9,5.3,14.0,14.0,13.5,13.5,2.1,14.2,4.4,5.3,5.6,82.0,5.6,8.3,8.9,3.8,90.0,86.4,85.5,1498.7,15.00,16,18,18,36,54,390,1,34.8,34.2,32.3,0.912,1.087,0.875,1.836,3.997,0.180,0.018,0.020,0.030,0.904,5.905,6.809,10.511,1500.0,1500.0,2.8,10.6,13.5,16.2,No,No,No,34,47,34,16,33,37,0.888,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1427,666,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.001,13939,9711,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.906,1.087,200.0,1500.0,200.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,204,40,8.0,241,0,0,0.000,0.000,546,29,0.000,0.000,0,
14.8.2020,15:27:46.848,5225,11618,31.0,3269,2822,53.6,0.1,0.919,0.750,0.912,0.912,1398.8,1398.8,1398.8,1398.8,99.9,246.9,230.9,191.5,164.1,208.3,9.0,3.0,9.0,3.7,9.0,6.2,14.0,14.0,14.0,14.0,42.2,11.0,8.5,8.9,7.6,32.7,20.1,24.5,24.9,56.4,71.4,66.9,67.5,1498.7,15.00,16,18,18,36,54,390,1,34.5,34.5,32.3,0.887,1.087,0.887,1.757,4.303,0.232,0.231,0.183,0.168,1.886,5.910,7.796,10.509,1500.0,1500.0,2.7,11.2,12.9,16.2,No,No,No,34,47,34,16,33,37,0.900,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1421,666,Yes,44,100.0,No,No,953,1896,35,No,No,1.0,0.8,1.8,1.003,0.191,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,207,42,8.0,245,0,0,0.000,0.000,546,29,0.078,0.085,0,
14.8.2020,15:27:48.945,5226,11617,31.0,3270,2822,53.6,0.1,0.900,0.744,0.894,0.750,1398.8,1398.8,1398.8,1398.8,99.9,72.7,116.5,84.1,72.4,86.4,2.2,2.2,1.5,2.2,2.2,2.0,14.0,14.0,14.0,14.0,50.1,4.4,5.6,4.1,3.8,6.5,18.9,9.8,13.4,89.1,75.7,86.2,82.9,1498.7,15.00,16,18,18,36,54,390,1,34.4,34.1,32.2,0.912,1.087,0.900,0.727,3.478,0.022,0.100,0.066,0.045,0.637,5.367,6.004,10.461,1500.0,1500.0,1.1,9.0,11.7,16.1,No,No,No,34,47,34,16,33,37,1.380,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1418,666,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.016,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,32.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,209,42,8.0,246,0,0,0.000,0.000,546,29,1.224,0.984,0,
14.8.2020,15:27:51.029,5228,11616,31.0,3270,2822,53.6,0.1,1.313,0.912,0.912,1.113,1398.8,1398.8,1398.8,1776.3,99.9,111.5,88.3,81.2,69.6,87.6,3.7,1.4,1.4,2.2,3.7,2.2,14.0,14.0,14.0,17.8,31.7,8.6,5.8,6.0,6.1,32.1,7.1,5.7,10.6,59.5,87.2,88.3,83.5,1498.7,15.00,16,18,18,36,54,390,1,34.4,34.0,32.1,0.887,1.087,0.887,0.422,3.517,0.052,0.026,0.022,0.026,0.336,5.517,5.853,10.405,1500.0,1500.0,0.6,9.1,10.7,16.0,No,No,No,34,47,34,16,33,37,0.756,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1418,665,Yes,41,100.0,No,No,953,1896,35,No,No,0.1,0.0,0.1,0.076,0.018,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,207,40,8.0,244,0,0,0.000,0.000,546,29,0.287,0.071,0,
14.8.2020,15:27:53.112,5228,11616,31.0,3270,2822,53.6,0.1,0.887,0.738,0.738,0.887,1398.8,1398.8,1398.8,1398.8,99.9,88.0,73.2,60.1,91.3,78.2,2.2,0.7,2.2,1.5,2.2,1.7,14.0,14.0,14.0,14.0,45.6,6.4,4.4,4.7,5.7,21.4,5.2,9.0,10.1,72.3,90.4,86.4,84.4,1498.7,15.00,16,18,18,36,54,390,1,34.3,34.0,32.2,0.900,1.087,0.894,0.409,3.609,0.042,0.027,0.019,0.038,0.401,6.001,6.402,10.366,1500.0,1500.0,0.6,9.5,10.4,15.9,No,No,No,34,47,34,16,33,37,0.708,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1418,665,Yes,41,100.0,No,No,953,1896,35,No,No,0.1,0.0,0.1,0.110,0.005,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.887,1.087,200.0,1500.0,199.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.133,0.304,0,
14.8.2020,15:27:55.200,5227,11616,31.0,3270,2821,53.6,0.1,0.900,0.750,0.750,0.894,1398.8,1398.8,1398.8,1398.8,99.9,36.7,32.5,57.8,71.2,49.5,0.7,0.7,1.4,0.7,1.4,0.9,14.0,14.0,14.0,14.0,62.7,3.5,2.3,3.4,4.5,8.9,3.1,3.1,11.3,87.9,94.6,93.5,84.4,1498.7,15.00,16,18,18,36,54,390,1,34.3,33.8,32.0,0.912,1.087,0.906,0.228,3.109,0.008,0.008,0.019,0.029,0.104,5.118,5.222,10.307,1500.0,1500.0,0.4,7.9,9.7,15.9,No,No,No,34,47,34,16,33,37,0.420,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1421,665,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.015,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,1.137,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.251,0.084,0,
14.8.2020,15:27:57.306,5243,11600,31.1,3287,2804,53.9,0.1,0.894,0.775,0.775,0.894,1398.8,1344.3,1344.3,1398.8,99.9,98.2,128.5,123.6,76.3,106.7,1.4,2.9,1.4,2.9,2.9,2.1,14.0,13.5,13.5,14.0,49.7,5.2,5.5,5.2,4.4,12.8,15.2,16.4,15.4,82.3,79.3,78.4,80.4,1498.7,15.00,16,18,18,36,54,390,1,34.5,33.9,32.0,0.912,1.087,0.906,0.369,3.598,0.061,0.107,0.106,0.049,0.849,5.364,6.213,10.244,1500.0,1500.0,0.6,9.3,9.2,15.8,No,No,No,34,47,34,16,32,37,0.900,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1421,662,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.055,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.265,0.084,0,
14.8.2020,15:27:59.392,5235,11608,31.0,3284,2808,53.9,0.1,0.750,0.750,0.756,0.894,2957.5,1398.8,1344.3,1398.8,99.9,46.2,26.6,63.4,31.6,41.9,0.7,0.0,0.7,0.0,0.7,0.3,29.6,14.0,13.5,14.0,62.1,3.2,2.3,3.3,2.5,10.7,4.7,4.5,11.3,86.2,93.4,92.5,86.5,1498.7,15.00,16,18,18,36,54,390,1,34.5,34.0,32.0,0.912,1.087,0.906,0.511,3.130,0.022,0.006,0.025,0.012,0.170,5.118,5.287,10.195,1500.0,1500.0,0.8,8.0,9.1,15.7,No,No,No,34,47,34,16,32,37,0.420,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1418,665,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.000,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.040,0.035,0,
14.8.2020,15:28:1.490,5235,11609,31.0,3284,2808,53.9,0.1,0.750,0.750,0.750,0.750,2517.9,1398.8,1344.3,1398.8,99.9,53.4,31.1,39.3,53.5,44.3,1.4,0.7,0.7,0.7,1.4,0.9,25.2,14.0,13.5,14.0,59.9,3.5,2.5,2.2,3.1,13.3,5.8,2.6,9.9,83.2,91.9,95.2,87.2,1498.7,15.00,16,18,18,36,54,390,1,34.3,33.8,31.8,0.912,1.087,0.906,0.243,3.162,0.032,0.008,0.011,0.023,0.205,5.118,5.322,10.131,1500.0,1500.0,0.4,8.1,8.8,15.6,No,No,No,34,47,34,16,32,37,0.420,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1421,666,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.002,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.000,0.000,0,
14.8.2020,15:28:3.584,5244,11600,31.1,3291,2801,54.0,0.1,0.894,0.900,0.750,0.750,1398.8,1398.8,1398.8,2957.5,99.9,77.6,60.1,82.3,107.4,81.8,1.5,0.7,2.2,3.0,3.0,1.9,14.0,14.0,14.0,29.6,54.8,5.3,3.1,3.9,5.2,13.6,5.2,7.6,17.0,81.1,91.7,88.6,78.0,1498.7,15.00,16,18,18,36,54,390,1,34.3,33.9,31.9,0.912,1.087,0.906,0.284,3.363,0.042,0.029,0.046,0.070,0.439,5.332,5.771,10.071,1500.0,1500.0,0.4,8.7,8.6,15.5,No,No,No,34,47,34,16,32,37,0.648,3.324,12.168,5.070,1.224,0.924,1.380,3.312,3.096,3.072,1418,668,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.000,13941,9711,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.041,0.044,0,
14.8.2020,15:28:5.671,5235,11608,31.0,3284,2807,53.9,0.1,0.912,0.912,0.912,0.912,1398.8,1398.8,1398.8,1398.8,99.9,63.8,103.5,65.9,76.6,77.4,0.7,2.9,1.4,0.7,2.9,1.4,14.0,14.0,14.0,14.0,50.7,4.7,5.1,4.3,4.6,10.6,11.4,9.0,12.9,84.8,83.6,86.7,82.7,1498.7,15.00,16,18,18,36,54,390,1,34.1,33.8,31.8,0.887,1.087,0.887,0.455,3.356,0.029,0.077,0.047,0.030,0.450,5.254,5.704,10.022,1500.0,1500.0,0.7,8.7,8.7,15.4,No,No,No,34,47,34,16,32,37,0.420,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1418,667,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.3,0.3,0.000,0.433,13941,9712,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,208,40,8.0,246,0,0,0.000,0.000,546,29,0.082,0.059,0,
14.8.2020,15:28:7.782,5235,11608,31.0,3284,2807,53.9,0.1,0.894,0.912,0.894,0.750,1398.8,1398.8,1398.8,2957.5,99.9,56.2,70.7,81.6,91.0,74.9,1.4,1.4,2.2,2.2,2.2,1.8,14.0,14.0,14.0,29.6,45.7,6.5,4.9,6.3,7.3,15.2,4.4,11.9,18.6,78.4,90.8,81.9,74.2,1498.7,15.00,16,18,18,36,54,390,1,34.0,33.8,31.9,0.912,1.087,0.906,0.309,3.371,0.018,0.017,0.032,0.044,0.290,5.406,5.696,9.972,1500.0,1500.0,0.5,8.7,8.6,15.3,No,No,No,34,47,34,16,32,37,0.420,3.324,12.168,5.070,1.224,0.924,1.380,3.336,3.096,3.072,1418,666,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.009,13941,9712,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.887,1.087,200.0,1500.0,199.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,208,39,8.0,246,0,0,0.000,0.000,546,29,0.000,0.000,0,
14.8.2020,15:28:9.866,5226,11617,31.0,3276,2815,53.7,0.1,0.738,0.738,0.738,0.738,1398.8,2957.5,1398.8,2957.5,99.9,75.3,45.1,74.7,58.0,63.3,1.4,1.4,2.9,0.0,2.9,1.4,14.0,29.6,14.0,29.6,54.9,4.9,3.0,3.9,3.8,12.4,2.9,6.9,17.3,82.8,94.1,89.2,79.0,1498.7,15.00,16,18,18,36,54,390,1,34.0,33.7,31.9,0.912,1.087,0.906,0.377,3.304,0.031,0.017,0.026,0.035,0.323,5.410,5.733,9.929,1500.0,1500.0,0.6,8.6,8.8,15.3,No,No,No,34,47,34,16,32,37,0.396,3.324,12.168,5.070,1.212,0.924,1.380,3.336,3.096,3.072,1421,666,Yes,41,100.0,No,No,953,1896,35,No,No,0.0,0.0,0.0,0.000,0.002,13941,9712,0.0,0.0,0.0,0.000,0.000,46,0,31.0,0.906,1.087,200.0,1500.0,199.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,208,39,8.0,246,0,0,0.000,0.000,546,29,1.227,3.937,0,
